               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.066895,            0.025759,            0.051949,             0.90353,             0.40476,             0.57301,             0.19594,            0.043251,            0.016276,            0.037294,          0.00043054,          0.00043054,            0.093331
                  24,             0.06967,            0.027629,             0.05031,             0.93261,             0.38095,               0.581,             0.24985,            0.043336,            0.016233,            0.036632,          0.00042791,          0.00042791,            0.093028
                  25,            0.071996,            0.022502,            0.049193,             0.90456,             0.40476,             0.58638,             0.23676,            0.042518,             0.01616,            0.035541,           0.0004235,           0.0004235,            0.092724
                  26,            0.064582,            0.026106,             0.04739,             0.96956,             0.36759,              0.6138,             0.25558,            0.042257,            0.015896,            0.034461,           0.0004174,           0.0004174,            0.092417
                  27,            0.064884,            0.024411,            0.047787,             0.90642,             0.42857,              0.6418,             0.28672,            0.041434,            0.015736,             0.03337,          0.00040969,          0.00040969,             0.09211
                  28,             0.06682,            0.028906,            0.047526,             0.29786,             0.84211,             0.63536,             0.26112,            0.040413,            0.015644,            0.032525,          0.00040048,          0.00040048,              0.0918
                  29,             0.06499,            0.025309,            0.045904,             0.33648,             0.89474,             0.63328,             0.25922,            0.038936,            0.015521,            0.031672,           0.0003899,           0.0003899,             0.09149
                  30,            0.062357,            0.027583,            0.044526,             0.34766,             0.94737,             0.64272,             0.28351,            0.039027,            0.015324,            0.031198,          0.00037807,          0.00037807,            0.091178
                  31,            0.063016,            0.025938,            0.044002,             0.35246,             0.94737,             0.64549,             0.29251,            0.038702,            0.015156,            0.030689,          0.00036513,          0.00036513,            0.090865
                  32,             0.06066,            0.022468,            0.044148,             0.42898,             0.94737,             0.66168,             0.24547,             0.03806,             0.01499,            0.030203,          0.00035123,          0.00035123,            0.090551
                  33,            0.063097,            0.020866,            0.043476,             0.42846,             0.97368,             0.63791,             0.23116,            0.038951,            0.014571,            0.029767,          0.00033654,          0.00033654,            0.090237
                  34,            0.062799,            0.028054,            0.041878,             0.42559,             0.92105,             0.63577,             0.31944,            0.037563,            0.014468,            0.029376,          0.00032123,          0.00032123,            0.089921
                  35,            0.058353,            0.027083,            0.042552,             0.42772,             0.94737,             0.63994,             0.31802,            0.037546,            0.014392,            0.029136,          0.00030548,          0.00030548,            0.089605
                  36,            0.062072,            0.022652,            0.042918,             0.45291,             0.89474,             0.65544,             0.34434,            0.036087,            0.014292,            0.028913,          0.00028948,          0.00028948,            0.089289
                  37,            0.058859,            0.022939,             0.04146,             0.46282,             0.89474,             0.66063,             0.31333,            0.035163,            0.014109,             0.02867,          0.00027341,          0.00027341,            0.088973
                  38,            0.058766,            0.022485,            0.041535,             0.49264,             0.86842,             0.65371,             0.29878,            0.035238,             0.01384,            0.028423,          0.00025748,          0.00025748,            0.088657
                  39,            0.060216,            0.030504,            0.040895,               0.471,             0.89474,             0.64434,             0.30047,            0.034612,            0.013819,            0.028272,          0.00024189,          0.00024189,            0.088342
                  40,            0.055014,             0.02475,            0.039501,             0.46075,             0.99633,             0.65238,              0.3353,            0.034774,            0.013638,            0.028166,          0.00022685,          0.00022685,            0.088027
                  41,            0.057392,            0.024731,            0.039811,             0.47767,             0.92105,               0.656,             0.30631,            0.035445,            0.013444,            0.028047,          0.00021257,          0.00021257,            0.087713
                  42,            0.055492,            0.017935,            0.040045,             0.48665,             0.99596,             0.66258,             0.24912,            0.037784,            0.012928,            0.027884,          0.00019925,          0.00019925,            0.087399
                  43,            0.057978,            0.020759,            0.040395,             0.49394,             0.94737,             0.65965,             0.30145,             0.03526,            0.013008,            0.027779,           0.0001871,           0.0001871,            0.087087
                  44,            0.054275,            0.022213,            0.039514,             0.49761,             0.94737,             0.66633,             0.34353,            0.034544,            0.012938,            0.027685,          0.00017634,          0.00017634,            0.086776
                  45,            0.054686,            0.022875,            0.039158,             0.51308,             0.94675,             0.67305,             0.33476,            0.034486,            0.012857,            0.027587,          0.00016717,          0.00016717,            0.086467
                  46,            0.056933,            0.025251,             0.03822,             0.50663,             0.94737,             0.69124,             0.36121,            0.033762,            0.012818,             0.02756,          0.00015979,          0.00015979,             0.08616
                  47,            0.049415,            0.024293,            0.037713,             0.50423,             0.97215,             0.68779,             0.34362,            0.034135,            0.012678,            0.027496,           0.0001544,           0.0001544,            0.085854
                  48,            0.056676,            0.026092,             0.03795,             0.50149,             0.97368,             0.69922,             0.35599,            0.032896,            0.012715,              0.0275,          0.00015118,          0.00015118,            0.085551
                  49,            0.051761,            0.022095,            0.037986,             0.50737,             0.97368,             0.69909,             0.36138,            0.033028,             0.01262,            0.027474,          0.00015032,          0.00015032,             0.08525
