               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  48,            0.084464,            0.028375,            0.056843,             0.84546,             0.19976,             0.18683,             0.02782,            0.083124,            0.019845,            0.052215,            0.001006,            0.001006,            0.086406
                  49,            0.082279,            0.025582,            0.056224,             0.86896,             0.25714,             0.22036,             0.06168,            0.078587,            0.019956,            0.051799,           0.0010099,           0.0010099,             0.08611
                  50,            0.080795,            0.028819,            0.054985,             0.14835,             0.45096,             0.22519,             0.11852,             0.07618,            0.019821,            0.051613,            0.001013,            0.001013,            0.085813
                  51,            0.082458,            0.026952,            0.055042,             0.30023,             0.44378,             0.22733,             0.12236,            0.077413,             0.01964,            0.051367,           0.0010153,           0.0010153,            0.085515
                  52,            0.080993,            0.026328,            0.055636,             0.29648,             0.45319,             0.22999,             0.04427,            0.084182,            0.019724,              0.0511,           0.0010168,           0.0010168,            0.085217
                  53,            0.082059,            0.024119,            0.054496,             0.27727,             0.43651,             0.18787,            0.032095,            0.081305,            0.019436,            0.050858,           0.0010175,           0.0010175,            0.084918
                  54,            0.082692,            0.026415,            0.054598,             0.35284,             0.41045,             0.25741,             0.13099,            0.072588,            0.019344,            0.050569,           0.0010174,           0.0010174,            0.084617
                  55,            0.079242,            0.026439,            0.054252,             0.31276,              0.4215,             0.26645,            0.073917,            0.078075,            0.019335,            0.050329,           0.0010166,           0.0010166,            0.084317
                  56,            0.078448,            0.027161,            0.053572,              0.5823,             0.33929,             0.25719,            0.072581,             0.07753,            0.019191,            0.050124,            0.001015,            0.001015,            0.084015
                  57,            0.085742,            0.026701,            0.053538,             0.32007,             0.41075,             0.16335,            0.052324,            0.093482,            0.019261,            0.050085,           0.0010126,           0.0010126,            0.083713
                  58,             0.09654,            0.023731,            0.053218,              0.3036,             0.41631,             0.16166,            0.051124,            0.084334,             0.01914,            0.049905,           0.0010095,           0.0010095,            0.083409
                  59,            0.088605,            0.025382,            0.052807,             0.33759,             0.40329,             0.18144,            0.048992,            0.085043,            0.019069,            0.049844,           0.0010056,           0.0010056,            0.083106
                  60,            0.084574,            0.022701,            0.053273,             0.60969,             0.34864,             0.25861,             0.10027,             0.08094,            0.019091,            0.049765,            0.001001,            0.001001,            0.082801
                  61,            0.084651,            0.023865,            0.053318,             0.58556,             0.37109,             0.25503,            0.058215,            0.080317,            0.019046,            0.049515,          0.00099571,          0.00099571,            0.082496
                  62,            0.083474,            0.025419,            0.052949,             0.56957,             0.38537,             0.25206,             0.10229,            0.077072,            0.018899,            0.049182,          0.00098972,          0.00098972,             0.08219
                  63,            0.081686,             0.02471,            0.052737,             0.70929,             0.36118,             0.26412,             0.10824,            0.081016,            0.018707,            0.048959,          0.00098306,          0.00098306,            0.081883
                  64,            0.084303,            0.027233,            0.053915,             0.70265,             0.36972,             0.26985,            0.096904,            0.081973,            0.018459,            0.048655,          0.00097575,          0.00097575,            0.081576
                  65,            0.084749,            0.023602,            0.051632,             0.71097,              0.3807,              0.3037,             0.12636,            0.076627,             0.01871,            0.048548,          0.00096779,          0.00096779,            0.081268
                  66,            0.077921,            0.025932,            0.052052,             0.72486,             0.34422,              0.2954,             0.10698,            0.075196,            0.018472,            0.048279,          0.00095921,          0.00095921,            0.080959
                  67,            0.082347,            0.024138,            0.051884,             0.75939,             0.33739,             0.30766,            0.074617,            0.082413,            0.018203,            0.048176,          0.00095003,          0.00095003,             0.08065
                  68,            0.081345,             0.02416,            0.051404,             0.74431,             0.32354,             0.30057,            0.097975,            0.076922,            0.018235,            0.047856,          0.00094027,          0.00094027,             0.08034
                  69,            0.080323,            0.027654,            0.050602,             0.73718,              0.3623,             0.31472,             0.10752,            0.076771,            0.018146,            0.047813,          0.00092994,          0.00092994,             0.08003
                  70,            0.080541,            0.023526,            0.051604,             0.46057,             0.44255,             0.32249,             0.10229,            0.070967,            0.018256,            0.047644,          0.00091909,          0.00091909,            0.079719
                  71,            0.077107,            0.023882,            0.050373,              0.7416,             0.38205,             0.31341,              0.1074,            0.075839,            0.018068,            0.047577,          0.00090772,          0.00090772,            0.079408
                  72,            0.077618,            0.027281,            0.050221,             0.74147,             0.40495,             0.32609,             0.12951,            0.069278,            0.018209,            0.047368,          0.00089585,          0.00089585,            0.079096
                  73,             0.07611,            0.023249,            0.050267,             0.74031,             0.40049,             0.32626,             0.14211,            0.073242,             0.01803,            0.047281,          0.00088353,          0.00088353,            0.078784
                  74,            0.076133,            0.023628,            0.050339,             0.79664,             0.39643,             0.32132,             0.13127,            0.073635,            0.017855,            0.047166,          0.00087077,          0.00087077,            0.078471
                  75,            0.080931,            0.022399,            0.050474,             0.71302,             0.37081,             0.29518,            0.087304,            0.079103,            0.017735,             0.04712,          0.00085759,          0.00085759,            0.078158
                  76,            0.080561,            0.021967,              0.0515,             0.72124,             0.38524,             0.30963,             0.14652,            0.074716,            0.017514,             0.04701,          0.00084403,          0.00084403,            0.077844
                  77,            0.079169,            0.022117,            0.050184,             0.76807,             0.38571,             0.30058,             0.11385,              0.0746,            0.017561,            0.046986,          0.00083011,          0.00083011,             0.07753
                  78,            0.076383,            0.021289,            0.050194,             0.47201,             0.42538,             0.30456,             0.10483,            0.074359,            0.017278,            0.046845,          0.00081586,          0.00081586,            0.077216
                  79,            0.078993,            0.025999,            0.050316,              0.7603,             0.39249,             0.30858,             0.13807,            0.075494,            0.017429,            0.046824,          0.00080132,          0.00080132,            0.076901
                  80,            0.079264,            0.023368,            0.050414,             0.78801,             0.39286,             0.31903,             0.11856,            0.068393,            0.017429,            0.046674,           0.0007865,           0.0007865,            0.076587
                  81,            0.071797,            0.025147,            0.049458,              0.2712,             0.47432,             0.32688,             0.15793,            0.067265,            0.017421,            0.046629,          0.00077145,          0.00077145,            0.076271
                  82,            0.072857,            0.024542,            0.049614,             0.25802,             0.48749,             0.32362,              0.1495,            0.068836,            0.017292,            0.046533,          0.00075618,          0.00075618,            0.075956
                  83,            0.076505,            0.022445,            0.049038,             0.79027,             0.37042,             0.33173,             0.13186,            0.075843,            0.017264,            0.046457,          0.00074074,          0.00074074,            0.075641
                  84,            0.076285,            0.022894,            0.048504,             0.69305,             0.42143,             0.32133,             0.14642,            0.071906,            0.017069,            0.046285,          0.00072516,          0.00072516,            0.075325
                  85,            0.077614,             0.02311,            0.050072,             0.51836,             0.47752,             0.32878,            0.098403,            0.072081,            0.016907,            0.046202,          0.00070947,          0.00070947,            0.075009
                  86,            0.073071,            0.023208,            0.049649,             0.76808,             0.40224,             0.32608,             0.13179,            0.070177,            0.017043,            0.046109,           0.0006937,           0.0006937,            0.074694
                  87,            0.074928,            0.025272,            0.048481,             0.81032,             0.36298,             0.31981,             0.15545,            0.072085,            0.016894,            0.046049,          0.00067788,          0.00067788,            0.074378
                  88,            0.070616,            0.026156,            0.048543,             0.81379,             0.36278,             0.31573,             0.13345,            0.069431,            0.016853,            0.045921,          0.00066205,          0.00066205,            0.074062
                  89,            0.075139,            0.023157,            0.049126,             0.81186,             0.35419,             0.32576,             0.12254,            0.072561,            0.016822,            0.045866,          0.00064625,          0.00064625,            0.073746
                  90,            0.072841,            0.022644,            0.048822,             0.39154,             0.49218,             0.33269,             0.14407,            0.066955,            0.016899,             0.04574,           0.0006305,           0.0006305,            0.073431
                  91,            0.073267,            0.025381,            0.049921,             0.68796,             0.43917,             0.33583,             0.15711,            0.070146,            0.016876,            0.045704,          0.00061485,          0.00061485,            0.073115
                  92,            0.072005,            0.024652,            0.048049,             0.40041,             0.49575,              0.3338,             0.12884,            0.067995,            0.016884,             0.04562,          0.00059933,          0.00059933,            0.072799
                  93,            0.074687,            0.028143,            0.048378,             0.68826,             0.44234,             0.33331,             0.15437,            0.071381,            0.016872,            0.045631,          0.00058397,          0.00058397,            0.072484
                  94,            0.075313,             0.02213,            0.048686,             0.25425,             0.51087,             0.34077,             0.14745,            0.068978,            0.016703,            0.045561,          0.00056881,          0.00056881,            0.072169
                  95,            0.074005,            0.022122,            0.048178,             0.24819,              0.5093,             0.34368,             0.15403,            0.067897,             0.01676,            0.045507,          0.00055388,          0.00055388,            0.071854
                  96,            0.070407,             0.02251,            0.047632,             0.71165,             0.43179,             0.35337,             0.12004,            0.068262,            0.016772,            0.045371,          0.00053923,          0.00053923,            0.071539
                  97,            0.070041,            0.025033,            0.047434,              0.3168,             0.51398,             0.36153,             0.15787,            0.069051,            0.016678,            0.045322,          0.00052489,          0.00052489,            0.071225
                  98,            0.072054,            0.023541,            0.048141,             0.26538,             0.51003,             0.38449,             0.16741,             0.06764,            0.016596,            0.045271,          0.00051089,          0.00051089,            0.070911
                  99,            0.071462,            0.023061,            0.048035,               0.255,             0.51718,              0.3824,             0.17855,            0.066399,            0.016534,            0.045236,          0.00049727,          0.00049727,            0.070597
                 100,            0.071084,             0.02516,            0.047818,              0.2617,             0.50941,             0.37117,             0.16327,            0.066653,            0.016515,            0.045168,          0.00048407,          0.00048407,            0.070284
                 101,            0.070917,            0.023758,            0.047174,              0.6876,             0.48148,             0.38549,             0.16997,            0.067699,            0.016486,            0.045133,          0.00047132,          0.00047132,            0.069971
                 102,            0.072999,            0.020385,            0.048705,               0.682,             0.48929,             0.39563,             0.16729,             0.06741,            0.016527,             0.04506,          0.00045906,          0.00045906,            0.069659
                 103,            0.070027,            0.021444,             0.04842,             0.26086,             0.52789,             0.37527,             0.19737,            0.063999,            0.016428,             0.04501,          0.00044733,          0.00044733,            0.069347
                 104,            0.070341,            0.025298,            0.048486,             0.71234,                0.45,             0.38407,             0.19592,            0.063848,             0.01637,            0.044929,          0.00043616,          0.00043616,            0.069036
                 105,            0.068453,            0.023762,            0.047449,             0.70317,                0.45,             0.38475,             0.18462,            0.064743,            0.016394,            0.044915,          0.00042559,          0.00042559,            0.068726
                 106,            0.071167,            0.023805,            0.048375,             0.70999,             0.45297,             0.38062,             0.16697,             0.06492,            0.016278,            0.044863,          0.00041564,          0.00041564,            0.068416
                 107,            0.069389,            0.023091,             0.04667,             0.72482,             0.43214,              0.3649,              0.1364,            0.067484,            0.016293,            0.044833,          0.00040637,          0.00040637,            0.068106
                 108,            0.072203,            0.022806,            0.047933,             0.71603,             0.44643,             0.37343,              0.1775,            0.065427,            0.016216,            0.044736,           0.0003978,           0.0003978,            0.067798
                 109,            0.069847,            0.023875,            0.047924,             0.72661,             0.45357,             0.38459,             0.20025,             0.06348,            0.016174,            0.044704,          0.00038997,          0.00038997,             0.06749
                 110,            0.067321,            0.021922,            0.047264,              0.7375,             0.45357,             0.39597,              0.1869,            0.065696,            0.016153,            0.044608,          0.00038291,          0.00038291,            0.067183
                 111,            0.067462,            0.024535,             0.04679,             0.74211,             0.45339,             0.39819,             0.20492,            0.062517,            0.016083,            0.044559,          0.00037665,          0.00037665,            0.066877
                 112,            0.068915,            0.023694,            0.046922,             0.73285,             0.44643,             0.39408,             0.18737,            0.066096,            0.016102,            0.044517,          0.00037124,          0.00037124,            0.066571
                 113,            0.070048,            0.024136,            0.047835,             0.72068,              0.4597,             0.40142,             0.19199,            0.063335,            0.015986,            0.044476,           0.0003667,           0.0003667,            0.066267
                 114,            0.069555,            0.022895,            0.048547,             0.72845,             0.45357,             0.39033,             0.19975,            0.063501,            0.015966,            0.044402,          0.00036306,          0.00036306,            0.065963
                 115,            0.068757,            0.026178,            0.046985,             0.72344,             0.45714,             0.39703,             0.20078,            0.065115,            0.016021,            0.044393,          0.00036036,          0.00036036,             0.06566
                 116,            0.070747,            0.023083,            0.047651,             0.72413,             0.44943,             0.38993,             0.18216,            0.064684,            0.015991,            0.044334,          0.00035863,          0.00035863,            0.065359
                 117,             0.07024,            0.024422,            0.047476,             0.24225,             0.60974,             0.39568,             0.19009,            0.064178,            0.015859,            0.044299,           0.0003579,           0.0003579,            0.065058
                 118,            0.068943,            0.023683,            0.047398,             0.24025,             0.64851,              0.4045,             0.20529,            0.064928,            0.015863,            0.044251,           0.0003582,           0.0003582,            0.064758
                 119,            0.067943,            0.021518,            0.046542,             0.24061,             0.64342,             0.40211,             0.20662,            0.064024,             0.01588,            0.044214,          0.00035955,          0.00035955,             0.06446
