               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.055285,            0.018063,            0.036846,             0.47935,             0.94696,             0.68714,             0.23644,            0.038714,            0.010145,            0.027563,           0.0011452,           0.0011452,            0.089545
                  39,            0.053086,             0.02463,            0.035493,             0.47634,                   1,             0.59586,             0.30055,            0.033181,            0.010148,            0.027631,            0.001174,            0.001174,            0.089274
                  40,            0.048501,            0.019177,            0.033795,              0.4436,             0.79198,             0.50153,             0.20044,            0.043825,           0.0099058,            0.027767,           0.0012028,           0.0012028,            0.089003
                  41,             0.05067,            0.018923,            0.034634,             0.35374,             0.89474,             0.51327,             0.21158,            0.043377,            0.010095,             0.02781,           0.0012314,           0.0012314,            0.088731
                  42,            0.052444,            0.013821,             0.03458,             0.48078,             0.98905,             0.63128,             0.25201,            0.036992,           0.0099636,            0.027033,           0.0012601,           0.0012601,             0.08846
                  43,             0.05329,             0.01585,            0.034915,             0.75123,             0.78191,             0.73063,             0.28555,            0.037459,            0.009526,            0.026415,           0.0012886,           0.0012886,            0.088189
                  44,            0.048995,            0.016713,            0.033659,             0.61792,             0.59365,             0.57972,             0.14683,            0.039635,           0.0093715,            0.025687,           0.0013171,           0.0013171,            0.087917
                  45,            0.048158,             0.01716,            0.033481,             0.60257,              0.7782,             0.63148,             0.17852,            0.034763,           0.0093773,            0.024977,           0.0013455,           0.0013455,            0.087646
                  46,             0.04712,            0.018727,            0.032605,             0.62667,              0.7782,             0.70118,             0.40295,            0.025452,           0.0092938,            0.024794,           0.0013739,           0.0013739,            0.087374
                  47,            0.045414,            0.016956,             0.03173,             0.52264,             0.87343,             0.65757,             0.36948,            0.030857,           0.0092301,             0.02432,           0.0014021,           0.0014021,            0.087102
                  48,            0.048486,            0.018602,             0.03173,             0.53548,             0.94737,              0.6739,             0.43879,            0.028117,           0.0090374,             0.02425,           0.0014303,           0.0014303,             0.08683
                  49,            0.044585,            0.015686,            0.031913,             0.55307,             0.89474,             0.71615,              0.3479,            0.035701,            0.009022,            0.024073,           0.0014585,           0.0014585,            0.086558
                  50,            0.050879,            0.015991,            0.030257,             0.44681,             0.94327,              0.6794,              0.3847,            0.027074,           0.0088016,            0.023647,           0.0014865,           0.0014865,            0.086287
                  51,            0.049381,            0.016328,            0.031009,             0.41102,             0.97368,             0.69702,             0.30571,            0.033527,           0.0084339,             0.02325,           0.0015145,           0.0015145,            0.086014
                  52,            0.051609,            0.015914,            0.031864,             0.38757,             0.92105,             0.62181,             0.18091,            0.032294,           0.0085066,            0.022184,           0.0015424,           0.0015424,            0.085742
                  53,            0.045317,            0.018167,            0.030528,             0.51416,             0.76566,             0.66781,             0.40679,            0.027579,           0.0084139,            0.021372,           0.0015702,           0.0015702,             0.08547
                  54,            0.046687,            0.016482,            0.030772,             0.55832,             0.69257,             0.67223,             0.31549,            0.033464,           0.0086007,            0.021458,           0.0015979,           0.0015979,            0.085198
                  55,            0.049726,            0.015904,            0.029921,             0.45921,             0.89474,             0.59143,             0.27727,            0.040924,           0.0085101,             0.02126,           0.0016256,           0.0016256,            0.084926
                  56,            0.050187,            0.016566,            0.029526,             0.44733,             0.73806,             0.48617,             0.26599,            0.053637,           0.0082641,            0.021014,           0.0016531,           0.0016531,            0.084653
                  57,            0.066295,            0.012741,            0.029301,             0.38393,             0.79601,             0.47666,             0.26062,            0.038759,           0.0083115,            0.020509,           0.0016806,           0.0016806,            0.084381
                  58,            0.057821,            0.014007,            0.028908,             0.14767,             0.89425,             0.24096,            0.055815,            0.052281,            0.007909,            0.020343,            0.001708,            0.001708,            0.084108
                  59,            0.063062,            0.015302,            0.029906,              0.4235,             0.92356,             0.64888,             0.18957,            0.034959,            0.008516,             0.02062,           0.0017353,           0.0017353,            0.083835
                  60,            0.047171,            0.015381,            0.029754,             0.38615,             0.84461,             0.59209,             0.26322,            0.039684,           0.0082975,            0.020463,           0.0017625,           0.0017625,            0.083562
                  61,            0.058642,            0.015343,            0.028346,             0.28792,             0.93317,             0.46022,            0.085751,            0.048485,           0.0080084,            0.020321,           0.0017896,           0.0017896,             0.08329
                  62,            0.060484,            0.014751,            0.028519,             0.18473,             0.89724,             0.29369,             0.12089,            0.049776,           0.0080816,            0.019672,           0.0018166,           0.0018166,            0.083017
                  63,            0.064393,             0.01353,            0.028256,             0.33424,             0.92356,             0.53971,             0.31058,            0.048134,           0.0080425,            0.019373,           0.0018435,           0.0018435,            0.082744
                  64,             0.05788,            0.014677,            0.028888,             0.33068,             0.77068,             0.53326,             0.15941,            0.039257,           0.0086774,            0.019178,           0.0018704,           0.0018704,             0.08247
                  65,            0.056865,            0.013702,            0.026276,             0.25646,             0.97368,             0.41391,             0.12484,            0.054536,           0.0079078,            0.019519,           0.0018971,           0.0018971,            0.082197
                  66,            0.064246,            0.015885,            0.027523,             0.42157,             0.89474,             0.69703,             0.32961,            0.044416,           0.0079111,            0.019353,           0.0019237,           0.0019237,            0.081924
                  67,             0.05941,            0.016282,            0.025205,             0.32561,             0.94737,             0.48323,             0.21827,            0.049314,           0.0079055,            0.018642,           0.0019502,           0.0019502,             0.08165
                  68,            0.053246,            0.015048,            0.026103,             0.47334,             0.87093,              0.5683,             0.30175,             0.03778,           0.0085955,            0.017854,           0.0019767,           0.0019767,            0.081377
                  69,            0.054193,            0.013193,            0.025067,             0.46335,             0.99748,             0.65586,             0.28153,            0.043957,           0.0080818,            0.017658,            0.002003,            0.002003,            0.081103
                  70,            0.056002,            0.014796,            0.024905,             0.64246,             0.97368,             0.88651,             0.53328,            0.039518,           0.0080729,            0.017801,           0.0020292,           0.0020292,            0.080829
                  71,            0.054886,            0.014889,             0.02498,             0.60067,             0.95095,             0.90045,             0.43191,            0.039839,             0.00816,            0.017092,           0.0020553,           0.0020553,            0.080555
                  72,            0.051599,            0.016835,            0.024308,             0.58164,             0.89666,             0.79201,             0.45108,            0.039518,            0.008111,            0.016001,           0.0020813,           0.0020813,            0.080281
                  73,             0.05551,            0.014365,            0.023387,             0.41993,             0.87093,             0.57819,             0.19498,             0.04386,           0.0078912,            0.015641,           0.0021072,           0.0021072,            0.080007
                  74,            0.050877,            0.015098,            0.023482,             0.50785,             0.94942,             0.78827,              0.4141,            0.040886,           0.0078373,            0.014703,            0.002133,            0.002133,            0.079733
                  75,            0.054505,            0.013886,            0.023583,             0.62541,              0.9147,             0.74319,             0.27833,            0.038673,           0.0079492,            0.014427,           0.0021587,           0.0021587,            0.079459
                  76,            0.054281,            0.016607,            0.023796,             0.86663,             0.94987,             0.92816,             0.51137,            0.033773,           0.0078945,            0.013859,           0.0021842,           0.0021842,            0.079184
                  77,             0.04762,            0.013941,            0.021708,             0.76607,             0.78833,             0.82333,             0.22334,            0.045294,            0.007537,            0.013079,           0.0022097,           0.0022097,             0.07891
                  78,            0.050345,            0.015677,            0.019555,             0.80471,             0.73394,             0.80926,             0.51332,            0.038791,           0.0075819,            0.011978,            0.002235,            0.002235,            0.078635
                  79,            0.056351,            0.013545,            0.018678,             0.76566,             0.73058,             0.76384,             0.33735,            0.047751,           0.0075288,            0.011764,           0.0022602,           0.0022602,             0.07836
                  80,            0.059651,            0.014191,            0.022085,             0.73451,             0.84014,             0.83636,             0.37818,            0.045918,           0.0077606,            0.011868,           0.0022853,           0.0022853,            0.078085
                  81,             0.05859,            0.015638,            0.019749,             0.86527,             0.74969,             0.86672,               0.241,            0.046509,           0.0077037,            0.011375,           0.0023103,           0.0023103,             0.07781
                  82,            0.058535,            0.014361,            0.021234,             0.84612,             0.73202,             0.83606,             0.33828,             0.04199,           0.0077034,            0.011235,           0.0023351,           0.0023351,            0.077535
                  83,             0.06056,            0.014431,            0.018727,             0.69301,             0.82581,             0.69711,             0.31424,            0.046785,           0.0074239,            0.010235,           0.0023599,           0.0023599,             0.07726
                  84,            0.058153,            0.013946,            0.019491,             0.79714,             0.92312,             0.87889,             0.32629,            0.040404,           0.0076879,           0.0099504,           0.0023845,           0.0023845,            0.076984
                  85,            0.060269,             0.01384,            0.018439,             0.51342,             0.84962,             0.69644,             0.24246,             0.05206,           0.0074458,           0.0095821,           0.0024089,           0.0024089,            0.076709
                  86,            0.059094,            0.015545,            0.020279,             0.73915,             0.79198,             0.82709,             0.38474,             0.03507,           0.0077935,           0.0093272,           0.0024333,           0.0024333,            0.076433
                  87,            0.055761,            0.013711,            0.018419,             0.71597,             0.66668,             0.67349,             0.15003,            0.047532,           0.0073618,           0.0093723,           0.0024575,           0.0024575,            0.076158
                  88,            0.058276,            0.015343,            0.017509,             0.73526,             0.72506,             0.79113,             0.12608,            0.044433,           0.0075092,           0.0087844,           0.0024816,           0.0024816,            0.075882
                  89,            0.060255,            0.012698,             0.01538,             0.61186,             0.81498,             0.87131,             0.28564,            0.049058,           0.0073305,           0.0086949,           0.0025056,           0.0025056,            0.075606
                  90,            0.057768,            0.012981,            0.015756,             0.43464,             0.87246,             0.44837,             0.14867,            0.048695,           0.0072885,            0.008344,           0.0025295,           0.0025295,            0.075329
                  91,             0.05784,            0.012172,            0.019233,             0.70741,             0.87343,             0.82554,             0.30623,            0.039068,            0.007327,           0.0077222,           0.0025532,           0.0025532,            0.075053
                  92,            0.050824,            0.015761,            0.016108,             0.62053,             0.89702,             0.84063,             0.39844,             0.03984,           0.0071274,           0.0085835,           0.0025767,           0.0025767,            0.074777
                  93,            0.054012,            0.011772,            0.018659,             0.55119,             0.84712,             0.65565,             0.10686,            0.046975,           0.0070042,            0.009727,           0.0026002,           0.0026002,              0.0745
                  94,            0.051459,            0.012521,            0.015325,             0.56425,             0.89379,             0.75062,             0.12155,             0.04296,           0.0070003,           0.0098015,           0.0026235,           0.0026235,            0.074224
                  95,            0.056214,            0.013142,            0.017787,             0.46498,             0.89047,             0.66262,             0.42552,            0.049021,           0.0067903,           0.0070807,           0.0026467,           0.0026467,            0.073947
                  96,            0.065309,             0.01349,             0.01685,             0.67063,             0.92356,             0.91127,             0.43703,            0.035076,           0.0070594,           0.0070745,           0.0026697,           0.0026697,             0.07367
                  97,            0.052089,            0.014261,            0.015363,             0.51157,             0.92356,             0.69398,             0.22825,            0.042566,           0.0069847,           0.0069516,           0.0026926,           0.0026926,            0.073393
                  98,            0.059762,            0.012583,            0.017218,             0.64957,             0.85055,             0.80985,             0.44467,            0.044627,            0.006937,           0.0066409,           0.0027154,           0.0027154,            0.073115
                  99,            0.054323,            0.013022,            0.016393,             0.75325,             0.93884,             0.95021,             0.53752,            0.037845,           0.0072178,           0.0065894,            0.002738,            0.002738,            0.072838
                 100,            0.047198,            0.013546,            0.015432,             0.58682,             0.96274,             0.73196,             0.23134,            0.041464,           0.0070443,           0.0067493,           0.0027605,           0.0027605,             0.07256
                 101,            0.051676,            0.012257,            0.014383,             0.83649,             0.75439,             0.87076,             0.44631,             0.03431,           0.0070493,           0.0067483,           0.0027828,           0.0027828,            0.072283
                 102,            0.051316,            0.014127,            0.016582,             0.86912,             0.66165,             0.84923,             0.30454,            0.037701,           0.0070145,           0.0069459,            0.002805,            0.002805,            0.072005
                 103,            0.051618,            0.012902,            0.013657,             0.90871,             0.79658,             0.92827,             0.43118,            0.037691,           0.0068255,           0.0068268,            0.002827,            0.002827,            0.071727
                 104,            0.047849,            0.014809,            0.013762,             0.94994,             0.88026,             0.94354,             0.52063,            0.030802,            0.006741,           0.0066938,           0.0028489,           0.0028489,            0.071449
                 105,            0.048366,             0.01105,            0.016432,             0.47573,             0.68918,             0.61453,             0.37785,            0.048505,           0.0065913,           0.0064815,           0.0028707,           0.0028707,            0.071171
                 106,             0.05007,            0.012616,             0.01447,             0.58414,             0.92356,             0.79852,             0.34746,            0.034093,           0.0066922,           0.0065547,           0.0028923,           0.0028923,            0.070892
                 107,            0.048758,            0.010819,            0.013391,             0.61972,             0.79907,             0.81192,             0.28673,            0.040748,           0.0067765,           0.0064215,           0.0029137,           0.0029137,            0.070614
                 108,            0.047349,            0.011945,            0.016226,             0.83385,             0.96978,              0.9435,             0.52869,            0.033437,           0.0066712,           0.0065667,            0.002935,            0.002935,            0.070335
                 109,            0.048423,            0.014541,            0.014555,             0.89292,             0.80952,             0.87949,             0.23606,            0.038717,           0.0064885,           0.0063844,           0.0029562,           0.0029562,            0.070056
                 110,            0.047223,            0.012559,            0.011512,             0.59005,             0.78512,             0.77634,             0.32133,            0.036076,            0.006464,           0.0059467,           0.0029771,           0.0029771,            0.069777
                 111,            0.050537,            0.013942,            0.012856,             0.55203,             0.76086,             0.69515,             0.24877,            0.041027,           0.0063577,           0.0056859,            0.002998,            0.002998,            0.069498
                 112,            0.050506,            0.011789,            0.017319,             0.59035,              0.9281,             0.91615,             0.47237,            0.036906,            0.006445,             0.00558,           0.0030187,           0.0030187,            0.069219
                 113,            0.050498,            0.011585,            0.014763,             0.45563,             0.95187,             0.75748,             0.28444,            0.041144,           0.0063145,            0.005418,           0.0030392,           0.0030392,            0.068939
                 114,             0.04856,             0.01363,             0.01524,             0.80823,             0.93466,             0.90986,             0.59996,             0.02845,           0.0063907,           0.0056791,           0.0030596,           0.0030596,             0.06866
                 115,            0.045351,            0.011089,           0.0096098,              0.4153,             0.80952,             0.50162,             0.20814,            0.041348,           0.0064357,           0.0055733,           0.0030798,           0.0030798,             0.06838
                 116,             0.05037,            0.015443,            0.012916,             0.80548,             0.83387,             0.91315,             0.46339,            0.030315,           0.0063154,           0.0056419,           0.0030999,           0.0030999,              0.0681
                 117,            0.045979,              0.0131,            0.010796,             0.57825,              0.7782,             0.66993,             0.15522,            0.046123,           0.0063209,           0.0058787,           0.0031198,           0.0031198,             0.06782
                 118,            0.056924,             0.01145,            0.015052,             0.68541,             0.93649,             0.87711,             0.39548,            0.030858,           0.0063788,           0.0061543,           0.0031395,           0.0031395,            0.067539
                 119,            0.050514,            0.013782,            0.012411,              0.5346,             0.92105,             0.68024,             0.22582,            0.044028,           0.0063052,           0.0062502,           0.0031591,           0.0031591,            0.067259
                 120,            0.053958,            0.012723,            0.013483,             0.61516,             0.89474,             0.70304,             0.26317,            0.038723,           0.0062404,           0.0057341,           0.0031785,           0.0031785,            0.066978
                 121,            0.054279,            0.013537,            0.013356,             0.49459,             0.84119,             0.58071,             0.22109,             0.03873,            0.006329,           0.0060684,           0.0031977,           0.0031977,            0.066698
                 122,            0.047764,            0.011841,             0.01117,             0.69357,             0.87955,             0.82552,             0.37681,            0.035762,           0.0063294,           0.0055946,           0.0032168,           0.0032168,            0.066417
                 123,            0.055133,            0.011253,             0.01829,             0.53041,             0.78797,             0.64849,             0.26061,            0.048051,           0.0060529,           0.0052947,           0.0032358,           0.0032358,            0.066136
                 124,            0.053051,            0.010674,             0.01115,             0.77091,             0.95648,             0.90473,             0.52832,            0.036448,           0.0063213,           0.0053147,           0.0032545,           0.0032545,            0.065855
                 125,            0.047624,            0.011003,           0.0098799,             0.58364,             0.77752,             0.61111,             0.19832,            0.041531,           0.0064866,           0.0060263,           0.0032731,           0.0032731,            0.065573
                 126,            0.056596,            0.011035,            0.012428,             0.64646,             0.85464,              0.7319,             0.46182,            0.035183,           0.0063996,           0.0064351,           0.0032915,           0.0032915,            0.065292
                 127,             0.05015,            0.012387,            0.010326,             0.94515,              0.8009,             0.92922,             0.26168,            0.035596,           0.0064413,            0.006596,           0.0033098,           0.0033098,             0.06501
                 128,            0.047456,            0.011791,            0.013109,             0.79574,             0.83166,              0.9334,              0.5605,            0.030443,           0.0064154,           0.0073986,           0.0033279,           0.0033279,            0.064728
                 129,            0.047383,            0.011562,            0.011504,             0.77057,             0.79828,             0.81534,             0.21698,            0.041489,           0.0063712,           0.0066608,           0.0033458,           0.0033458,            0.064446
                 130,            0.050336,            0.012636,            0.012426,              0.9502,             0.95318,             0.98774,             0.48301,            0.029728,           0.0063741,           0.0064636,           0.0033635,           0.0033635,            0.064164
                 131,            0.044054,            0.011298,            0.012763,             0.92086,             0.80293,             0.91859,             0.39539,            0.040318,           0.0064093,           0.0065272,           0.0033811,           0.0033811,            0.063881
                 132,            0.049894,            0.012755,            0.011637,             0.77728,             0.92857,             0.93267,             0.55503,            0.031714,           0.0061928,           0.0060478,           0.0033985,           0.0033985,            0.063599
                 133,            0.053366,             0.01213,            0.010251,             0.72199,             0.83333,             0.79789,             0.28704,            0.038445,           0.0062188,            0.005892,           0.0034158,           0.0034158,            0.063316
                 134,            0.050123,            0.010451,            0.011681,             0.87169,              0.7619,              0.8641,              0.4111,            0.037822,           0.0060535,           0.0064791,           0.0034328,           0.0034328,            0.063033
                 135,            0.048858,            0.011161,            0.010453,              0.9434,             0.85135,             0.95671,             0.32085,            0.035824,           0.0060916,           0.0051743,           0.0034497,           0.0034497,             0.06275
                 136,            0.050706,            0.012156,            0.010738,             0.77475,             0.97535,             0.84646,             0.33362,             0.03134,           0.0060049,           0.0048348,           0.0034664,           0.0034664,            0.062466
                 137,            0.045588,            0.012051,            0.011594,             0.88962,             0.92105,             0.97826,             0.60021,            0.033622,           0.0059434,           0.0050152,           0.0034829,           0.0034829,            0.062183
                 138,            0.040339,             0.01204,            0.010257,             0.74133,             0.99547,             0.82491,             0.43872,            0.033167,           0.0058964,           0.0048578,           0.0034993,           0.0034993,            0.061899
                 139,            0.047887,            0.010487,            0.012907,             0.62875,             0.82526,             0.70455,             0.28907,            0.038765,            0.005826,           0.0047467,           0.0035155,           0.0035155,            0.061615
                 140,            0.049688,            0.010488,            0.010325,             0.97143,             0.95238,              0.9815,             0.70691,            0.029632,           0.0057737,           0.0049234,           0.0035315,           0.0035315,            0.061331
                 141,            0.043579,           0.0091799,            0.009647,             0.75362,             0.90476,             0.87295,             0.47559,            0.036203,            0.005943,            0.004799,           0.0035473,           0.0035473,            0.061047
                 142,             0.04597,            0.010541,            0.013059,             0.87282,             0.95171,             0.91302,             0.50069,            0.028328,           0.0059826,           0.0050944,           0.0035629,           0.0035629,            0.060763
                 143,            0.046728,            0.013131,           0.0088529,             0.61839,             0.90476,             0.67711,             0.21044,             0.03442,           0.0058629,           0.0052196,           0.0035784,           0.0035784,            0.060478
                 144,            0.049315,            0.011721,            0.010885,             0.93766,             0.90476,             0.95247,             0.58873,            0.027755,           0.0059262,            0.005169,           0.0035937,           0.0035937,            0.060194
                 145,            0.040413,             0.01142,            0.010288,             0.72684,             0.90207,             0.86361,             0.58937,            0.034741,           0.0057603,           0.0046408,           0.0036088,           0.0036088,            0.059909
                 146,            0.044507,            0.010933,             0.01139,             0.92091,             0.83706,             0.92804,              0.6657,            0.029057,           0.0059043,           0.0048259,           0.0036237,           0.0036237,            0.059624
                 147,            0.045134,             0.01026,            0.011977,             0.55154,             0.90364,              0.7086,             0.27992,            0.042425,           0.0061094,           0.0055441,           0.0036384,           0.0036384,            0.059338
                 148,            0.049083,            0.012371,            0.012845,             0.79823,             0.86925,             0.91856,             0.46053,            0.037837,           0.0060867,           0.0050153,            0.003653,            0.003653,            0.059053
                 149,            0.044569,           0.0099743,           0.0099995,             0.60109,              0.6931,             0.70434,             0.32822,             0.03559,           0.0060798,           0.0048104,           0.0036674,           0.0036674,            0.058767
                 150,            0.049202,            0.011981,            0.010506,             0.84904,             0.99678,             0.95323,             0.47665,            0.034067,           0.0059115,           0.0046749,           0.0036816,           0.0036816,            0.058482
                 151,            0.048844,           0.0099608,           0.0081448,             0.59365,             0.89975,             0.74742,             0.57373,            0.037438,           0.0057672,           0.0047211,           0.0036956,           0.0036956,            0.058196
                 152,            0.049992,            0.010546,            0.011494,             0.96384,             0.99993,             0.98114,             0.48029,            0.033154,           0.0054611,           0.0049108,           0.0037094,           0.0037094,            0.057909
                 153,            0.045062,            0.012807,           0.0089929,             0.82701,                   1,             0.90788,             0.59067,            0.031419,           0.0055282,           0.0047729,            0.003723,            0.003723,            0.057623
                 154,            0.039814,            0.012725,           0.0096838,              0.7861,             0.82375,             0.83962,             0.41791,            0.032357,           0.0053236,           0.0043787,           0.0037365,           0.0037365,            0.057336
                 155,            0.045752,           0.0093036,            0.011709,             0.65148,             0.99996,             0.96827,             0.66052,            0.036952,            0.005464,            0.004542,           0.0037497,           0.0037497,             0.05705
                 156,            0.042533,            0.010617,            0.011467,             0.88347,             0.93003,             0.93689,             0.53609,            0.035501,           0.0056187,           0.0046696,           0.0037628,           0.0037628,            0.056763
                 157,            0.050162,            0.011846,            0.011672,              0.9936,             0.97619,               0.995,             0.46717,            0.031837,           0.0056097,           0.0045203,           0.0037757,           0.0037757,            0.056476
                 158,            0.046588,            0.011106,            0.010808,              0.8671,             0.97618,             0.94524,             0.59094,            0.027991,           0.0058577,            0.004732,           0.0037884,           0.0037884,            0.056188
                 159,            0.037312,            0.011148,            0.010509,             0.94744,             0.97619,             0.97523,             0.67105,            0.024862,           0.0056469,           0.0044727,           0.0038009,           0.0038009,            0.055901
                 160,             0.04337,            0.010449,             0.01171,             0.75792,             0.98235,             0.96512,             0.53544,            0.028195,           0.0058188,           0.0044239,           0.0038132,           0.0038132,            0.055613
